FID,Name,ID,State,Network,County,Elevation_,Latitude,Longitude,HUC,Date_of_Da,Date_Repor,Value_inch,Percent_NR,Percent__1,Percent_of,Percent__2,Percent__3,Percent__4,Percent__5,Percent__6,Percent__7,POR_Median,Percentile,Maximum_Ra,Minimum_Ra,Records_PO,NRCS_1991_,NRCS_19911,POR_Averag,POR_Medi_1,Minimum_PO,Maximum_PO,Year_of_Mi,Year_of_Ma,Number_of_
716,Red Hill,712	,Oregon,SNOTEL,Hood River,4410,45.464300000000001,-121.704279999999997,170701050505	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",21.300000000000001,410,0,507,0,28,43,44,43,43,21.300000000000001,93,4,41, ,5.200000000000000,0.000000000000000,4.200000000000000,0,0,62.299999999999997,"2019, 2020, 2021, more",2008,44
717,Red Mountain Pass,713	,Colorado,SNOTEL,San Juan,11080,37.891680000000001,-107.713890000000006,140801040103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,20,0,18,0,1,1,1,1,1,0.200000000000000,88,6,37, ,1.000000000000000,0.000000000000000,1.100000000000000,0,0,16.800000000000001,"2018, 2020, 2021, more",1983,42
718,Red Pine Ridge,714	,Utah,SNOTEL,Emery,8988,39.451970000000003,-111.272210000000001,140600090202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,1,1,1,1,1,0.200000000000000,100,1,44,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2019, 2020, 2021, more",2022,44
719,Red River Pass #2,715	,New Mexico,SNOTEL,Taos,9855,36.699350000000003,-105.341449999999995,130201010301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",43
720,Red Rock Mountain,RRM	,California,Cooperator Snow Sensors,Trinity,6700,41.023000000000003,-122.885000000000005,180102110501	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,74,7,1,Lowest,6.400000000000000,0.000000000000000,5.900000000000000,0,0,41.100000000000001,"2020, 2021, 2022, more",2010,24
721,Redden Mine Lwr,1225	,Utah,SNOTEL,Summit,8532,40.675049999999999,-111.217650000000006,160201010103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",10
722,Redfish Creek,2D14P	,British Columbia,Cooperator Snow Sensors, ,6844,49.683329999999998,-117.083330000000004,170101041810	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",62.600000000000001,199,216,195,216,83,104,103,104,103,33.600000000000001,95,2,19,2nd Highest,31.399999999999999,29.000000000000000,32.100000000000001,29,3,63.299999999999997,2019,2012,20
723,Rees Flat,1217	,Utah,SNOTEL,Juab,7206,39.496670000000002,-111.725080000000005,160300050202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.800000000000000,0,0,800,0,9,0,0,8,7,0.800000000000000,100,1,10,Highest,0.000000000000000,0.000000000000000,0.100000000000000,0,0,0.800000000000000,"2019, 2020, 2021, more",2022,10
724,Reno Hill,716	,Wyoming,SNOTEL,Natrona,8430,42.570889999999999,-106.089690000000004,101800070901	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,95,3,1,Lowest,0.100000000000000,0.000000000000000,0.100000000000000,0,0,2.000000000000000,"2020, 2021, 2022, more",1995,40
725,Revolution Creek,1A17P	,British Columbia,Cooperator Snow Sensors, ,5499,53.783329999999999,-120.366669999999999, ,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",28.100000000000001,385,2810,360,2810,57,80,81,78,81,27.100000000000001,97,2,33,2nd Highest,7.300000000000000,1.000000000000000,7.800000000000000,1,0,31.500000000000000,"2005, 2006, 2018, more",2012,34
726,Rex River,911	,Washington,SNOTEL,King,3810,47.302180000000000,-121.604749999999996,171100120102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",4.100000000000000,216,0,205,0,11,11,10,10,10,4.100000000000000,92,3,24, ,1.900000000000000,0.000000000000000,2.000000000000000,0,0,32.600000000000001,"2018, 2019, 2021, more",2008,26
727,Reynolds Creek,2029	,Idaho,SNOTEL,Owyhee,5600,43.288629999999998,-116.843100000000007,170501030604	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",19
728,Rice Park,933	,New Mexico,SNOTEL,Cibola,8497,35.236579999999996,-108.274039999999999,130202070203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.300000000000000,0,0,0,0,5,5,5,5,5,0.300000000000000,100,1,24,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.300000000000000,"2019, 2020, 2021, more",2022,24
729,Rio Santa Barbara,1254	,New Mexico,SNOTEL,Taos,10664,36.071959999999997,-105.629490000000004,130201010905	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",9
730,Ripple Creek,717	,Colorado,SNOTEL,Rio Blanco,10350,40.108440000000002,-107.293830000000000,140500050102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,77,9,1,Lowest,2.700000000000000,0.000000000000000,2.300000000000000,0,0,25.600000000000001,"2020, 2021, 2022, more",1995,36
731,Roach,718	,Colorado,SNOTEL,Larimer,9740,40.874980000000001,-106.046750000000003,101800100106	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,33,0,1,1,1,1,1,0.100000000000000,93,4,39, ,0.000000000000000,0.000000000000000,0.300000000000000,0,0,9.600000000000000,"2019, 2020, 2021, more",1983,42
732,Roaring River,719	,Oregon,SNOTEL,Lane,4950,43.900979999999997,-122.030630000000002,170900040302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,93,4,1,Lowest,0.900000000000000,0.000000000000000,0.600000000000000,0,0,13.300000000000001,"2020, 2021, 2022, more",1999,42
733,Robbs Powerhouse,BLC	,California,Cooperator Snow Sensors,El Dorado,5150,38.902999999999999,-120.375000000000000,180201290203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2022, more","2019, 2020, 2022, more",28
734,Robbs Saddle,RBB	,California,Cooperator Snow Sensors,El Dorado,5900,38.911999999999999,-120.378000000000000,180201290203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",29
735,Robinson Cow Camp,RCC	,California,Cooperator Snow Sensors,Sierra,6480,39.622999999999998,-120.677999999999997,180201250102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,90,2,1,Lowest,0.000000000000000,0.000000000000000,3.200000000000000,0,0,34.799999999999997,"2020, 2021, 2022, more",2011,11
736,Rock Creek,720	,Utah,SNOTEL,Duchesne,7886,40.548749999999998,-110.692920000000001,140600030304	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,4,2,2,2,2,0.200000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2019, 2020, 2021, more",2022,42
737,Rock Creek Lakes,RCK	,California,Cooperator Snow Sensors,Inyo,9700,37.457999999999998,-118.734999999999999,180901020301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",28
738,Rock Springs,721	,Oregon,SNOTEL,Grant,5290,44.008830000000003,-118.838419999999999,170501160204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",41
739,Rocker Peak,722	,Montana,SNOTEL,Jefferson,8000,46.356130000000000,-112.261759999999995,100200060302	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.900000000000000,45,0,33,0,6,5,5,5,5,0.900000000000000,61,22,34, ,2.000000000000000,0.000000000000000,2.700000000000000,0,0,21.100000000000001,"2019, 2020, 2021, more",1975,55
740,Rocky Basin-Settleme,723	,Utah,SNOTEL,Tooele,8704,40.442929999999997,-112.223770000000002,160203040401	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,85,7,1,Lowest,1.400000000000000,0.000000000000000,1.500000000000000,0,0,18.399999999999999,"2020, 2021, 2022, more",2011,41
741,Rocky Boy,917	,Montana,SNOTEL,Hill,4700,48.174779999999998,-109.647279999999995,100500040101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",55
742,Rough And Tumble,939	,Colorado,SNOTEL,Park,10432,39.026110000000003,-106.080629999999999,101900010202	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",24
743,Rubicon #2,724	,California,SNOTEL,El Dorado,7619,38.999270000000003,-120.131389999999996,160501010402	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,10,0,12,0,0,0,0,0,0,0.100000000000000,90,5,38, ,1.000000000000000,0.000000000000000,0.800000000000000,0,0,15.900000000000000,"2019, 2020, 2021, more",2011,42
744,S Fork Shields,725	,Montana,SNOTEL,Park,8100,46.089599999999997,-110.433629999999994,100700030301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,63,16,1,Lowest,1.400000000000000,0.000000000000000,2.100000000000000,0,0,18.699999999999999,"2020, 2021, 2022, more",2011,42
745,Sacajawea,929	,Montana,SNOTEL,Gallatin,6550,45.873950000000001,-110.927830000000000,100700030403	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",23
746,Saddle Mountain,726	,Oregon,SNOTEL,Washington,3110,45.544770000000000,-123.373149999999995,170900100201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",43
747,Saddle Mtn.,727	,Montana,SNOTEL,Beaverhead,7940,45.692590000000003,-113.968279999999993,170102050502	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",7.000000000000000,259,0,184,0,26,26,27,25,27,7.000000000000000,78,13,43, ,2.700000000000000,0.000000000000000,3.800000000000000,0,0,24.500000000000000,"2019, 2020, 2021, more",2011,55
748,Sage Creek Basin,1015	,Wyoming,SNOTEL,Carbon,7850,41.401069999999997,-107.257400000000004,101800020802	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",20
749,Saint Elmo,1100	,Colorado,SNOTEL,Chaffee,10450,38.699849999999998,-106.368049999999997,110200010501	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,1,1,1,1,0.100000000000000,100,1,15,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,15
750,Salmon Meadows,728	,Washington,SNOTEL,Okanogan,4460,48.655180000000001,-119.838300000000004,170200062003	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",40
751,Salt Creek Falls,729	,Oregon,SNOTEL,Lane,4220,43.611930000000001,-122.117580000000004,170900010301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
752,Salt River Summit,730	,Wyoming,SNOTEL,Lincoln,7640,42.507500000000000,-110.909899999999993,170401050101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",42
753,San Antonio Sink,1172	,New Mexico,SNOTEL,Rio Arriba,9143,36.859670000000001,-106.226569999999995,130100050301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,1,0,0,1,1,0.100000000000000,100,1,11,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.100000000000000,"2019, 2020, 2021, more",2022,11
754,Sand Flat,SDF	,California,Cooperator Snow Sensors,Siskiyou,6750,41.350000000000001,-122.245999999999995,180200050103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,60,5,1,Lowest,0.000000000000000,0.000000000000000,4.300000000000000,0,0,27.899999999999999,"2020, 2021, 2022, more",2011,11
755,Sand Lake,731	,Wyoming,SNOTEL,Carbon,10098,41.462499999999999,-106.281000000000006,101800040101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",2.200000000000000,25,37,27,67,7,6,7,6,7,-1.100000000000000,46,22,19, ,8.699999999999999,6.000000000000000,8.300000000000001,3,0,40.299999999999997,"2013, 2018, 2021, more",2011,40
756,Sandstone RS,732	,Wyoming,SNOTEL,Carbon,8152,41.111789999999999,-107.170429999999996,140500030208	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",37
757,Santa Fe,922	,New Mexico,SNOTEL,Santa Fe,11465,35.771540000000002,-105.784869999999998,130202010102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",25
758,Santaquin Meadows,1280	,Utah,SNOTEL,Utah,7835,39.920760000000001,-111.718019999999996,160202010301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",6
759,Santiam Jct.,733	,Oregon,SNOTEL,Linn,3740,44.435029999999998,-121.945020000000000,170900040201	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",44
760,Sargents Mesa,1128	,Colorado,SNOTEL,Saguache,11499,38.285600000000002,-106.370850000000004,130100040306	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2019, 2020, 2021, more","2019, 2020, 2021, more",13
761,Sasse Ridge,734	,Washington,SNOTEL,Kittitas,4340,47.384850000000000,-121.063230000000004,170300010104	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,95,3,1,Lowest,0.200000000000000,0.000000000000000,0.100000000000000,0,0,3.900000000000000,"2020, 2021, 2022, more",1999,38
762,Satus Pass,1231	,Washington,SNOTEL,Klickitat,3960,45.987969999999997,-120.677340000000001,170701060301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",10
763,Savage Pass,735	,Idaho,SNOTEL,Idaho,6190,46.466329999999999,-114.633330000000001,170603030208	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,82,8,1,Lowest,1.400000000000000,0.000000000000000,1.100000000000000,0,0,15.900000000000000,"2020, 2021, 2022, more",2011,39
764,Sawmill,SWM	,California,Cooperator Snow Sensors,Inyo,10200,37.161999999999999,-118.561999999999998,180901020601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",28
765,Sawmill Ridge,1068	,Washington,SNOTEL,King,4640,47.159920000000000,-121.421719999999993,171100130104	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,87,3,1,Lowest,2.600000000000000,0.000000000000000,2.300000000000000,0,0,20.600000000000001,"2020, 2021, 2022, more",2011,16
766,Sawtooth,1251	,Colorado,SNOTEL,Boulder,9676,40.136319999999998,-105.584860000000006,101900050102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,57,4,1,Lowest,0.000000000000000,0.000000000000000,1.900000000000000,0,0,7.700000000000000,"2020, 2021, 2022, more",2019,8
767,Schneider Meadows,736	,Oregon,SNOTEL,Baker,5400,45.001069999999999,-117.165220000000005,170502010603	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,1,1,1,1,1,0.200000000000000,98,2,40,2nd Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.300000000000000,"2019, 2020, 2021, more",1999,41
768,Schneiders,SCN	,California,Cooperator Snow Sensors,El Dorado,8750,38.747000000000000,-120.067999999999998,180201290301	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,56,15,1,Lowest,10.100000000000000,0.000000000000000,10.900000000000000,0,0,61.299999999999997,"2016, 2018, 2022, more",1995,33
769,Schofield Pass,737	,Colorado,SNOTEL,Gunnison,10653,39.014670000000002,-107.049329999999998,140100040701	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,75,10,1,Lowest,4.200000000000000,0.000000000000000,3.700000000000000,0,0,41.200000000000003,"2020, 2021, 2022, more",1995,37
770,Schwartz Lake,915	,Idaho,SNOTEL,Lemhi,8630,44.846179999999997,-113.837320000000005,170602040604	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,96,2,1,Lowest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.900000000000000,"2020, 2021, 2022, more",2010,27
771,Schweitzer Basin,738	,Idaho,SNOTEL,Bonner,6090,48.374279999999999,-116.639169999999993,170102150502	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",14.000000000000000,165,378,161,378,30,27,27,27,28,10.300000000000001,82,8,33, ,8.500000000000000,3.700000000000000,8.699999999999999,4,0,46.399999999999999,"2016, 2019, 2021, more",1999,40
772,Scotch Creek,739	,Colorado,SNOTEL,Dolores,9195,37.645620000000001,-108.008330000000001,140300020204	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",36
773,Scott Mountain,SCT	,California,Cooperator Snow Sensors,Siskiyou,5900,41.271999999999998,-122.718000000000004,180102080103	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",29
774,Secesh Summit,740	,Idaho,SNOTEL,Valley,6540,45.188479999999998,-115.971519999999998,170501230101	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,92,4,1,Lowest,0.300000000000000,0.000000000000000,1.200000000000000,0,0,25.100000000000001,"2020, 2021, 2022, more",1982,40
775,Sedgwick Peak,741	,Idaho,SNOTEL,Bannock,7850,42.524970000000003,-111.956350000000000,170402080209	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",34
776,Seeley Creek,742	,Utah,SNOTEL,Sanpete,9904,39.310420000000001,-111.432969999999997,140600090203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0, ,0.300000000000000,0.000000000000000,0.300000000000000,0,0,8.699999999999999,"2019, 2020, 2021, more",1995,40
777,Seine Creek,743	,Oregon,SNOTEL,Washington,2060,45.526879999999998,-123.298569999999998,170900100203	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",41
778,Senorita Divide #2,744	,New Mexico,SNOTEL,Rio Arriba,8569,36.001519999999999,-106.834080000000000,130202020102	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.500000000000000,0,0,0,0,9,6,6,5,6,0.500000000000000,100,1,42,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.500000000000000,"2019, 2020, 2021, more",2022,42
779,Sentinel Butte,1043	,Washington,SNOTEL,Ferry,4680,48.861330000000002,-118.398430000000005,170200021705	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.200000000000000,0,0,0,0,2,2,2,2,2,0.200000000000000,100,1,19,Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.200000000000000,"2019, 2020, 2021, more",2022,19
780,Sevenmile Marsh,745	,Oregon,SNOTEL,Klamath,5700,42.698250000000002,-122.141649999999998,180102030104	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,95,3,1,Lowest,0.500000000000000,0.000000000000000,0.300000000000000,0,0,13.500000000000000,"2020, 2021, 2022, more",2011,42
781,Seventysix Creek,746	,Nevada,SNOTEL,Elko,7350,41.737319999999997,-115.472149999999999,170501020108	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",44
782,Shanghi Summit,747	,Idaho,SNOTEL,Clearwater,4600,46.566029999999998,-115.742159999999998,170603060402	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.100000000000000,0,0,0,0,0,0,0,0,0,0.100000000000000,97,2,39,2nd Highest,0.000000000000000,0.000000000000000,0.000000000000000,0,0,1.000000000000000,"2019, 2020, 2021, more",2011,40
783,Sharkstooth,1060	,Colorado,SNOTEL,Montezuma,10747,37.503560000000000,-108.114050000000006,140300020206	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",18
784,Shedin Creek,4B16P	,British Columbia,Cooperator Snow Sensors, ,4331,55.850000000000001,-127.683329999999998, ,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",15.900000000000000,218,5300,209,3975,37,44,46,44,45,15.500000000000000,79,6,20, ,7.300000000000000,0.300000000000000,7.600000000000000,0,0,30.600000000000001,"2005, 2010, 2014, more",2012,25
785,Sheep Canyon,748	,Washington,SNOTEL,Cowlitz,3990,46.193249999999999,-122.253929999999997,170800050601	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",24.000000000000000,308,0,333,0,49,60,60,58,59,24.000000000000000,92,4,36, ,7.800000000000000,0.000000000000000,7.200000000000000,0,0,56.000000000000000,"2018, 2019, 2020, more",2008,39
786,Sheep Mtn.,749	,Idaho,SNOTEL,Bingham,6650,43.210299999999997,-111.687920000000005,170402050304	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",40
787,Sheldon,750	,Nevada,SNOTEL,Washoe,5865,41.904350000000001,-119.444640000000007,171200080106	,"June 19, 2022, end of day","6-20-2022, 03:06 PM MDT",0.000000000000000,0,0,0,0,0,0,0,0,0,0.000000000000000,100,1,1, ,0.000000000000000,0.000000000000000,0.000000000000000,0,0,0.000000000000000,"2020, 2021, 2022, more","2020, 2021, 2022, more",33
